"AnySection","JSMtot","USA.CAN","DontPublish","MEMTYPE","Age","AgeJoinedASA","Gender","EmploymentCategory","InChapter","P.SEC.BE","P.SEC.BIOM","P.SEC.BIOP","P.SEC.CNSL","P.SEC.COMP","P.SEC.EDUC","P.SEC.ENVR","P.SEC.EPI","P.SEC.GOVT","P.SEC.GRPH","P.SEC.HPSS","P.SEC.MDD","P.SEC.MHS","P.SEC.MKTG","P.SEC.NPAR","P.SEC.QP","P.SEC.SBSS","P.SEC.SDNS","P.SEC.SGG","P.SEC.SI","P.SEC.SIS","P.SEC.SLDM","P.SEC.SOC","P.SEC.SPES","P.SEC.SRMS","P.SEC.SSPA","P.SEC.TSHS"
"Yes",3,"Yes","No","IREG",55,26,"F","Academic (not student)","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",0,"No","No","ISEN",72,43,"M","Academic (not student)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",3,"Yes","No","IREG",57,28,"M","Business and Industry","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",0,"Yes","No","IREG",NA,NA,"F","Academic (not student)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",0,"Yes","No","IREG",NA,NA,"F","Academic (not student)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",2,"Yes","No","IREG",NA,NA,"NA","Business and Industry","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",0,"Yes","No","IREG",52,23,"M","Business and Industry","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",0,"Yes","No","IREG",59,30,"M","Academic (not student)","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",0,"Yes","No","IREG",52,23,"M","Business and Industry","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",3,"Yes","No","IREG",52,23,"M","Business and Industry","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",5,"Yes","No","IREG",55,26,"M","Business and Industry","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",0,"Yes","No","IREG",57,28,"F","Business and Industry","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",0,"Yes","No","IREG",66,37,"M","Academic (not student)","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",0,"Yes","No","IREG",56,27,"M","Business and Industry","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No"
"No",0,"Yes","No","IREG",65,36,"M","Academic (not student)","No","Yes","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No"
"Yes",5,"Yes","No","IREG",62,33,"M","Business and Industry","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",0,"No","No","ISEN",73,44,"M","Private Consultant/Self Employed","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",3,"Yes","No","IREG",52,23,"M","Academic (not student)","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",0,"Yes","No","IREG",58,29,"F","Other","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",0,"Yes","No","IREG",57,28,"M","Academic (not student)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",1,"Yes","No","IREG",57,28,"F","Academic (not student)","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",2,"Yes","No","IREG",58,29,"M","Academic (not student)","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",1,"Yes","No","IFREP",57,28,"F","Academic (not student)","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",0,"Yes","No","IREG",60,31,"F","Academic (not student)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",0,"Yes","No","IREG",55,26,"M","Academic (not student)","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",4,"Yes","No","IREG",53,24,"NA","Federal/National Government","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",5,"Yes","No","IREG",58,29,"M","Academic (not student)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",0,"Yes","No","IREG",NA,NA,"M","Business and Industry","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",1,"Yes","No","IREG",55,26,"M","Other","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",0,"Yes","No","IREG",62,33,"NA","Academic (not student)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",0,"Yes","No","IREG",67,38,"F","Private Consultant/Self Employed","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",1,"Yes","No","IREG",57,28,"M","Federal/National Government","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",5,"Yes","No","IREG",57,28,"M","Business and Industry","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",0,"Yes","Yes","ILIFA",65,36,"F","Academic (not student)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",1,"Yes","No","IREG",57,28,"F","Academic (not student)","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",0,"Yes","No","IREG",60,31,"M","Federal/National Government","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",1,"Yes","No","IREG",63,34,"F","Academic (not student)","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",1,"Yes","No","IREG",58,29,"M","Academic (not student)","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",1,"Yes","No","IREG",70,41,"M","Academic (not student)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",5,"Yes","No","IREG",61,32,"M","Business and Industry","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",1,"Yes","Yes","IREG",67,38,"M","Academic (not student)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",3,"Yes","Yes","IREG",61,32,"M","Business and Industry","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",0,"No","No","IDEV",62,33,"M","Academic (not student)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",0,"Yes","No","IREG",64,35,"M","Business and Industry","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",0,"Yes","No","ISEN",73,44,"M","Private Consultant/Self Employed","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","Yes","Yes","No","No","No","No","No"
"Yes",4,"Yes","No","IREG",61,32,"F","Academic (not student)","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",0,"Yes","Yes","IREG",57,28,"F","Federal/National Government","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",3,"Yes","No","ILIFA",55,26,"F","Academic (not student)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",0,"Yes","No","IREG",64,35,"M",NA,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",0,"No","No","ILIFF",77,48,"M","Academic (not student)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",3,"Yes","No","ISEN",70,41,"M","Academic (not student)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",5,"Yes","No","IREG",68,39,"M","Business and Industry","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",0,"Yes","No","ISEN",76,47,"M","Academic (not student)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",4,"Yes","No","ISEN",73,44,"M","Academic (not student)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",5,"Yes","No","ILIFA",57,28,"F","Academic (not student)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",4,"Yes","No","ILIFA",52,23,"F","Academic (not student)","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",0,"Yes","No","IREG",52,27,"M","Business and Industry","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",2,"Yes","No","IREG",52,23,"F","Business and Industry","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",4,"Yes","No","IREG",56,27,"M","Academic (not student)","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",2,"Yes","No","IREG",52,23,"F","Private Consultant/Self Employed","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",0,"Yes","No","IREG",52,23,"M","Business and Industry","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",0,"Yes","Yes","IREG",NA,NA,"F","Business and Industry","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",0,"Yes","Yes","IREG",64,35,"M","Business and Industry","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",0,"Yes","No","IREG",53,27,"M","Academic (not student)","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",0,"Yes","Yes","IREG",49,20,"M","Federal/National Government","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",0,"No","No","ISEN",68,39,"M","Federal/National Government","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",0,"Yes","No","IREG",63,34,"M","Academic (not student)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",0,"Yes","No","IREG",68,39,"M","Private Consultant/Self Employed","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",3,"Yes","No","IREG",59,30,"M","Business and Industry","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",0,"No","No","IREG",65,36,"M","Business and Industry","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",4,"Yes","No","IREG",59,30,"M","Academic (not student)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",0,"Yes","No","IREG",58,29,"M","Academic (not student)","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",4,"Yes","No","IREG",58,29,"M","Business and Industry","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",0,"No","No","IREG",59,30,"M","Academic (not student)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
